terminal_id,tarih,toplama_tutar
T-00036,2025-10-15,470197
T-00036,2025-10-29,527384
T-00036,2025-11-12,420971
T-00036,2025-11-26,454260
T-00036,2025-12-10,450928
T-00036,2025-12-24,459958
T-00037,2025-01-08,271109
T-00037,2025-01-22,298561
T-00037,2025-02-05,349956
T-00037,2025-02-19,317846
T-00037,2025-03-05,345567
T-00037,2025-03-19,278711
T-00037,2025-04-02,271189
T-00037,2025-04-16,324666
T-00037,2025-04-30,307843
T-00037,2025-05-14,284293
T-00037,2025-05-28,260330
T-00037,2025-06-11,372972
T-00037,2025-06-25,304304
T-00037,2025-07-09,304604
T-00037,2025-07-23,241588
T-00037,2025-08-06,301928
T-00037,2025-08-20,328456
T-00037,2025-09-03,324536
T-00037,2025-09-17,267914
T-00037,2025-10-01,289665
T-00037,2025-10-15,310793
T-00037,2025-10-29,366170
T-00037,2025-11-12,332526
T-00037,2025-11-26,280531
T-00037,2025-12-10,356237
T-00037,2025-12-24,300488
T-00038,2025-01-08,391942
T-00038,2025-01-22,352890
T-00038,2025-02-05,379426
T-00038,2025-02-19,447205
T-00038,2025-03-05,356355
T-00038,2025-03-19,397105
T-00038,2025-04-02,345599
T-00038,2025-04-16,422068
T-00038,2025-04-30,300612
T-00038,2025-05-14,398821
T-00038,2025-05-28,402590
T-00038,2025-06-11,396609
T-00038,2025-06-25,334342
T-00038,2025-07-09,394966
T-00038,2025-07-23,391199
T-00038,2025-08-06,429372
T-00038,2025-08-20,336380
T-00038,2025-09-03,362610
T-00038,2025-09-17,364885
T-00038,2025-10-01,315964
T-00038,2025-10-15,323311
T-00038,2025-10-29,354048
T-00038,2025-11-12,376953
T-00038,2025-11-26,384542
T-00038,2025-12-10,330013
T-00038,2025-12-24,413675
T-00039,2025-01-08,147565
T-00039,2025-01-22,160802
T-00039,2025-02-05,144899
T-00039,2025-02-19,138504
T-00039,2025-03-05,165957
T-00039,2025-03-19,165754
T-00039,2025-04-02,144870
T-00039,2025-04-16,140152
T-00039,2025-04-30,162580
T-00039,2025-05-14,151491
T-00039,2025-05-28,177503
T-00039,2025-06-11,170611
T-00039,2025-06-25,142839
T-00039,2025-07-09,163519
T-00039,2025-07-23,177180
T-00039,2025-08-06,132042
T-00039,2025-08-20,139890
T-00039,2025-09-03,159288
T-00039,2025-09-17,203728
T-00039,2025-10-01,163706
T-00039,2025-10-15,150416
T-00039,2025-10-29,158975
T-00039,2025-11-12,165748
T-00039,2025-11-26,168437
T-00039,2025-12-10,146723
T-00039,2025-12-24,162229
T-00040,2025-01-08,216445
T-00040,2025-01-22,197798
T-00040,2025-02-05,178223
T-00040,2025-02-19,201142
T-00040,2025-03-05,184072
T-00040,2025-03-19,178780
T-00040,2025-04-02,196064
T-00040,2025-04-16,186322
T-00040,2025-04-30,173157
T-00040,2025-05-14,193204
T-00040,2025-05-28,175647
T-00040,2025-06-11,205741
T-00040,2025-06-25,169404
T-00040,2025-07-09,178132
T-00040,2025-07-23,196839
T-00040,2025-08-06,160075
T-00040,2025-08-20,190243
T-00040,2025-09-03,188058
T-00040,2025-09-17,192976
T-00040,2025-10-01,160321
T-00040,2025-10-15,206029
T-00040,2025-10-29,213835
T-00040,2025-11-12,153745
T-00040,2025-11-26,208311
T-00040,2025-12-10,175234
T-00040,2025-12-24,194703
T-00041,2025-01-08,143446
T-00041,2025-01-22,152672
T-00041,2025-02-05,134557
T-00041,2025-02-19,149288
T-00041,2025-03-05,135047
T-00041,2025-03-19,164204
T-00041,2025-04-02,126531
T-00041,2025-04-16,147558
T-00041,2025-04-30,133861
T-00041,2025-05-14,149831
T-00041,2025-05-28,140665
T-00041,2025-06-11,173700
T-00041,2025-06-25,161146
T-00041,2025-07-09,160983
T-00041,2025-07-23,132096
T-00041,2025-08-06,152839
T-00041,2025-08-20,153867
T-00041,2025-09-03,164384
T-00041,2025-09-17,145386
T-00041,2025-10-01,156452
T-00041,2025-10-15,147874
T-00041,2025-10-29,157201
T-00041,2025-11-12,146205
T-00041,2025-11-26,143301
T-00041,2025-12-10,142300
T-00041,2025-12-24,174833
T-00042,2025-01-08,430367
T-00042,2025-01-22,414445
T-00042,2025-02-05,374798
T-00042,2025-02-19,399895
T-00042,2025-03-05,430059
T-00042,2025-03-19,412238
T-00042,2025-04-02,405657
T-00042,2025-04-16,352771
T-00042,2025-04-30,438322
T-00042,2025-05-14,430110
T-00042,2025-05-28,497769
T-00042,2025-06-11,414831
T-00042,2025-06-25,393305
T-00042,2025-07-09,430496
T-00042,2025-07-23,482818
T-00042,2025-08-06,437207
T-00042,2025-08-20,400771
T-00042,2025-09-03,402042
T-00042,2025-09-17,460720
T-00042,2025-10-01,391368
T-00042,2025-10-15,434420
T-00042,2025-10-29,441579
T-00042,2025-11-12,358911
T-00042,2025-11-26,452710
T-00042,2025-12-10,349357
T-00042,2025-12-24,424698
T-00043,2025-01-08,472810
T-00043,2025-01-22,356200
T-00043,2025-02-05,447279
T-00043,2025-02-19,465821
T-00043,2025-03-05,474623
T-00043,2025-03-19,500000
T-00043,2025-04-02,477031
T-00043,2025-04-16,485581
T-00043,2025-04-30,406027
T-00043,2025-05-14,415390
T-00043,2025-05-28,415742
T-00043,2025-06-11,438692
T-00043,2025-06-25,502472
T-00043,2025-07-09,400771
T-00043,2025-07-23,425315
T-00043,2025-08-06,447864
T-00043,2025-08-20,443677
T-00043,2025-09-03,477620
T-00043,2025-09-17,431944
T-00043,2025-10-01,553408
T-00043,2025-10-15,385193
T-00043,2025-10-29,543452
T-00043,2025-11-12,418049
T-00043,2025-11-26,337135
T-00043,2025-12-10,472807
T-00043,2025-12-24,500113
T-00044,2025-01-08,123595
T-00044,2025-01-22,124005
T-00044,2025-02-05,122636
T-00044,2025-02-19,147892
T-00044,2025-03-05,136720
T-00044,2025-03-19,132118
T-00044,2025-04-02,121055
T-00044,2025-04-16,149777
T-00044,2025-04-30,160152
T-00044,2025-05-14,141500
T-00044,2025-05-28,152865
T-00044,2025-06-11,127678
T-00044,2025-06-25,133435
T-00044,2025-07-09,135334
T-00044,2025-07-23,129971
T-00044,2025-08-06,136990
T-00044,2025-08-20,105597
T-00044,2025-09-03,139077
T-00044,2025-09-17,129500
T-00044,2025-10-01,127546
T-00044,2025-10-15,127696
T-00044,2025-10-29,127963
T-00044,2025-11-12,148418
T-00044,2025-11-26,145073
T-00044,2025-12-10,133455
T-00044,2025-12-24,144355
T-00045,2025-01-08,127033
T-00045,2025-01-22,134876
T-00045,2025-02-05,127056
T-00045,2025-02-19,131163
T-00045,2025-03-05,134793
T-00045,2025-03-19,119958
T-00045,2025-04-02,128485
T-00045,2025-04-16,147419
T-00045,2025-04-30,128402
T-00045,2025-05-14,131013
T-00045,2025-05-28,123252
T-00045,2025-06-11,112270
T-00045,2025-06-25,121331
T-00045,2025-07-09,126196
T-00045,2025-07-23,145142
T-00045,2025-08-06,138985
T-00045,2025-08-20,112241
T-00045,2025-09-03,128165
T-00045,2025-09-17,111187
T-00045,2025-10-01,114050
T-00045,2025-10-15,108774
T-00045,2025-10-29,132958
T-00045,2025-11-12,117220
T-00045,2025-11-26,129281
T-00045,2025-12-10,101270
T-00045,2025-12-24,106283
T-00046,2025-01-08,457494
T-00046,2025-01-22,414286
T-00046,2025-02-05,442753
T-00046,2025-02-19,448503
T-00046,2025-03-05,362616
T-00046,2025-03-19,454638
T-00046,2025-04-02,417943
T-00046,2025-04-16,422638
T-00046,2025-04-30,489719
T-00046,2025-05-14,372184
T-00046,2025-05-28,485331
T-00046,2025-06-11,475137
T-00046,2025-06-25,514605
T-00046,2025-07-09,439080
T-00046,2025-07-23,434606
T-00046,2025-08-06,413345
T-00046,2025-08-20,393338
T-00046,2025-09-03,449814
T-00046,2025-09-17,444150
T-00046,2025-10-01,455196
T-00046,2025-10-15,466323
T-00046,2025-10-29,433692
T-00046,2025-11-12,406733
T-00046,2025-11-26,491874
T-00046,2025-12-10,428558
T-00046,2025-12-24,485868
T-00047,2025-01-08,316268
T-00047,2025-01-22,388409
T-00047,2025-02-05,303154
T-00047,2025-02-19,314750
T-00047,2025-03-05,321260
T-00047,2025-03-19,384060
T-00047,2025-04-02,346190
T-00047,2025-04-16,333846
T-00047,2025-04-30,248317
T-00047,2025-05-14,340421
T-00047,2025-05-28,345241
T-00047,2025-06-11,390752
T-00047,2025-06-25,384687
T-00047,2025-07-09,327386
T-00047,2025-07-23,317386
T-00047,2025-08-06,307194
T-00047,2025-08-20,353098
T-00047,2025-09-03,305664
T-00047,2025-09-17,311406
T-00047,2025-10-01,359668
T-00047,2025-10-15,331282
T-00047,2025-10-29,315233
T-00047,2025-11-12,325557
T-00047,2025-11-26,326524
T-00047,2025-12-10,316074
T-00047,2025-12-24,323884
T-00048,2025-01-08,140129
T-00048,2025-01-22,153330
T-00048,2025-02-05,131838
T-00048,2025-02-19,126307
T-00048,2025-03-05,136037
T-00048,2025-03-19,122724
T-00048,2025-04-02,134568
T-00048,2025-04-16,149389
T-00048,2025-04-30,135176
T-00048,2025-05-14,140556
T-00048,2025-05-28,129037
T-00048,2025-06-11,115819
T-00048,2025-06-25,145245
T-00048,2025-07-09,143592
T-00048,2025-07-23,145932
T-00048,2025-08-06,139653
T-00048,2025-08-20,139863
T-00048,2025-09-03,129253
T-00048,2025-09-17,133251
T-00048,2025-10-01,132038
T-00048,2025-10-15,136470
T-00048,2025-10-29,166839
T-00048,2025-11-12,147797
T-00048,2025-11-26,146552
T-00048,2025-12-10,137067
T-00048,2025-12-24,152916
T-00049,2025-01-08,179072
T-00049,2025-01-22,167557
T-00049,2025-02-05,138855
T-00049,2025-02-19,149276
T-00049,2025-03-05,177877
T-00049,2025-03-19,157523
T-00049,2025-04-02,135132
T-00049,2025-04-16,143990
T-00049,2025-04-30,144751
T-00049,2025-05-14,136095
T-00049,2025-05-28,145148
T-00049,2025-06-11,171049
T-00049,2025-06-25,160403
T-00049,2025-07-09,159251
T-00049,2025-07-23,139433
T-00049,2025-08-06,143249
T-00049,2025-08-20,144055
T-00049,2025-09-03,138671
T-00049,2025-09-17,150133
T-00049,2025-10-01,143714
T-00049,2025-10-15,145354
T-00049,2025-10-29,147109
T-00049,2025-11-12,120402
T-00049,2025-11-26,160776
T-00049,2025-12-10,179387
T-00049,2025-12-24,152303
T-00050,2025-01-08,388596
T-00050,2025-01-22,404436
T-00050,2025-02-05,333686
T-00050,2025-02-19,423493
T-00050,2025-03-05,389685
T-00050,2025-03-19,404713
T-00050,2025-04-02,445744
T-00050,2025-04-16,401354
T-00050,2025-04-30,424950
T-00050,2025-05-14,404227
T-00050,2025-05-28,373785
T-00050,2025-06-11,385689
T-00050,2025-06-25,384277
T-00050,2025-07-09,413272
T-00050,2025-07-23,359062
T-00050,2025-08-06,412138
T-00050,2025-08-20,431601
T-00050,2025-09-03,367564
T-00050,2025-09-17,361435
T-00050,2025-10-01,358650
T-00050,2025-10-15,369033
T-00050,2025-10-29,333023
T-00050,2025-11-12,263673
T-00050,2025-11-26,314861
T-00050,2025-12-10,405446
T-00050,2025-12-24,433420
T-00051,2025-01-08,434082
T-00051,2025-01-22,407942
T-00051,2025-02-05,397625
T-00051,2025-02-19,460272
T-00051,2025-03-05,456606
T-00051,2025-03-19,383764
T-00051,2025-04-02,449301
T-00051,2025-04-16,468763
T-00051,2025-04-30,501168
T-00051,2025-05-14,371023
T-00051,2025-05-28,448751
T-00051,2025-06-11,512018
T-00051,2025-06-25,435165
T-00051,2025-07-09,456059
T-00051,2025-07-23,437697
T-00051,2025-08-06,426211
T-00051,2025-08-20,385224
T-00051,2025-09-03,492736
T-00051,2025-09-17,503544
T-00051,2025-10-01,418653
T-00051,2025-10-15,318682
T-00051,2025-10-29,497963
T-00051,2025-11-12,495902
T-00051,2025-11-26,453066
T-00051,2025-12-10,446131
T-00051,2025-12-24,464762
T-00052,2025-01-08,329076
T-00052,2025-01-22,320369
T-00052,2025-02-05,308491
T-00052,2025-02-19,319944
T-00052,2025-03-05,322062
T-00052,2025-03-19,250426
T-00052,2025-04-02,328402
T-00052,2025-04-16,271792
T-00052,2025-04-30,305910
T-00052,2025-05-14,369650
T-00052,2025-05-28,297500
T-00052,2025-06-11,277132
T-00052,2025-06-25,324999
T-00052,2025-07-09,312058
T-00052,2025-07-23,267294
T-00052,2025-08-06,370280
T-00052,2025-08-20,322095
T-00052,2025-09-03,275016
T-00052,2025-09-17,321373
T-00052,2025-10-01,372268
T-00052,2025-10-15,332420
T-00052,2025-10-29,307171
T-00052,2025-11-12,319421
T-00052,2025-11-26,279808
T-00052,2025-12-10,324764
T-00052,2025-12-24,353397
T-00053,2025-01-08,302898
T-00053,2025-01-22,385733
T-00053,2025-02-05,417565
T-00053,2025-02-19,365405
T-00053,2025-03-05,401872
T-00053,2025-03-19,409834
T-00053,2025-04-02,322327
T-00053,2025-04-16,386881
T-00053,2025-04-30,359718
T-00053,2025-05-14,325425
T-00053,2025-05-28,363008
T-00053,2025-06-11,409023
T-00053,2025-06-25,347537
T-00053,2025-07-09,365039
T-00053,2025-07-23,299515
T-00053,2025-08-06,354966
T-00053,2025-08-20,368809
T-00053,2025-09-03,371729
T-00053,2025-09-17,405426
T-00053,2025-10-01,360291
T-00053,2025-10-15,291450
T-00053,2025-10-29,386202
T-00053,2025-11-12,343835
T-00053,2025-11-26,337006
T-00053,2025-12-10,262583
T-00053,2025-12-24,331753
T-00054,2025-01-08,324512
T-00054,2025-01-22,331053
T-00054,2025-02-05,335634
T-00054,2025-02-19,283944
T-00054,2025-03-05,308483
T-00054,2025-03-19,317898
T-00054,2025-04-02,290641
T-00054,2025-04-16,278720
T-00054,2025-04-30,288828
T-00054,2025-05-14,304904
T-00054,2025-05-28,337551
T-00054,2025-06-11,337760
T-00054,2025-06-25,310381
T-00054,2025-07-09,363711
T-00054,2025-07-23,349687
T-00054,2025-08-06,307849
T-00054,2025-08-20,394241
T-00054,2025-09-03,271725
T-00054,2025-09-17,343878
T-00054,2025-10-01,309048
T-00054,2025-10-15,326944
T-00054,2025-10-29,362051
T-00054,2025-11-12,299268
T-00054,2025-11-26,347649
T-00054,2025-12-10,335484
T-00054,2025-12-24,283184
T-00055,2025-01-08,170696
T-00055,2025-01-22,132659
T-00055,2025-02-05,147308
T-00055,2025-02-19,142302
T-00055,2025-03-05,180791
T-00055,2025-03-19,163511
T-00055,2025-04-02,178868
T-00055,2025-04-16,158379
T-00055,2025-04-30,126789
T-00055,2025-05-14,189391
T-00055,2025-05-28,162012
T-00055,2025-06-11,139046
T-00055,2025-06-25,173912
T-00055,2025-07-09,204607
T-00055,2025-07-23,175833
T-00055,2025-08-06,171273
T-00055,2025-08-20,147342
T-00055,2025-09-03,129459
T-00055,2025-09-17,163740
T-00055,2025-10-01,164845
T-00055,2025-10-15,144991
T-00055,2025-10-29,177869
T-00055,2025-11-12,155214
T-00055,2025-11-26,144616
T-00055,2025-12-10,169580
T-00055,2025-12-24,145034
T-00056,2025-01-08,190359
T-00056,2025-01-22,163191
T-00056,2025-02-05,191693
T-00056,2025-02-19,203035
T-00056,2025-03-05,181201
T-00056,2025-03-19,188706
T-00056,2025-04-02,140315
T-00056,2025-04-16,150880
T-00056,2025-04-30,172897
T-00056,2025-05-14,167576
T-00056,2025-05-28,204163
T-00056,2025-06-11,201632
T-00056,2025-06-25,157218
T-00056,2025-07-09,208773
T-00056,2025-07-23,158178
T-00056,2025-08-06,184853
T-00056,2025-08-20,182673
T-00056,2025-09-03,198482
T-00056,2025-09-17,188312
T-00056,2025-10-01,178794
T-00056,2025-10-15,186836
T-00056,2025-10-29,160656
T-00056,2025-11-12,186246
T-00056,2025-11-26,161236
T-00056,2025-12-10,220282
T-00056,2025-12-24,162635
T-00057,2025-01-08,287812
T-00057,2025-01-22,259137
T-00057,2025-02-05,230891
T-00057,2025-02-19,280836
T-00057,2025-03-05,219134
T-00057,2025-03-19,274079
T-00057,2025-04-02,224412
T-00057,2025-04-16,255338
T-00057,2025-04-30,305761
T-00057,2025-05-14,277501
T-00057,2025-05-28,232596
T-00057,2025-06-11,234194
T-00057,2025-06-25,251828
T-00057,2025-07-09,276797
T-00057,2025-07-23,255649
T-00057,2025-08-06,250363
T-00057,2025-08-20,261199
T-00057,2025-09-03,254906
T-00057,2025-09-17,204023
T-00057,2025-10-01,233805
T-00057,2025-10-15,229305
T-00057,2025-10-29,212702
T-00057,2025-11-12,240822
T-00057,2025-11-26,245569
T-00057,2025-12-10,269580
T-00057,2025-12-24,257192
T-00058,2025-01-08,173825
T-00058,2025-01-22,126257
T-00058,2025-02-05,136255
T-00058,2025-02-19,137158
T-00058,2025-03-05,140744
T-00058,2025-03-19,169872
T-00058,2025-04-02,167389
T-00058,2025-04-16,168587
T-00058,2025-04-30,139409
T-00058,2025-05-14,164879
T-00058,2025-05-28,127861
T-00058,2025-06-11,139613
T-00058,2025-06-25,150651
T-00058,2025-07-09,130760
T-00058,2025-07-23,174404
T-00058,2025-08-06,145661
T-00058,2025-08-20,159259
T-00058,2025-09-03,154767
T-00058,2025-09-17,158418
T-00058,2025-10-01,162153
T-00058,2025-10-15,153715
T-00058,2025-10-29,182871
T-00058,2025-11-12,145681
T-00058,2025-11-26,139169
T-00058,2025-12-10,149568
T-00058,2025-12-24,164562
T-00059,2025-01-08,275513
T-00059,2025-01-22,288752
T-00059,2025-02-05,303169
T-00059,2025-02-19,298349
T-00059,2025-03-05,303926
T-00059,2025-03-19,304576
T-00059,2025-04-02,306197
T-00059,2025-04-16,357127
T-00059,2025-04-30,307695
T-00059,2025-05-14,299518
T-00059,2025-05-28,273129
T-00059,2025-06-11,337229
T-00059,2025-06-25,257796
T-00059,2025-07-09,267575
T-00059,2025-07-23,278963
T-00059,2025-08-06,287285
T-00059,2025-08-20,205753
T-00059,2025-09-03,322683
T-00059,2025-09-17,291547
T-00059,2025-10-01,340345
T-00059,2025-10-15,295559
T-00059,2025-10-29,252101
T-00059,2025-11-12,294839
T-00059,2025-11-26,284637
T-00059,2025-12-10,288646
T-00059,2025-12-24,260136
T-00060,2025-01-08,416937
T-00060,2025-01-22,423613
T-00060,2025-02-05,368323
T-00060,2025-02-19,377362
T-00060,2025-03-05,360232
T-00060,2025-03-19,405053
T-00060,2025-04-02,319123
T-00060,2025-04-16,371692
T-00060,2025-04-30,359468
T-00060,2025-05-14,410772
T-00060,2025-05-28,372843
T-00060,2025-06-11,424640
T-00060,2025-06-25,381517
T-00060,2025-07-09,360742
T-00060,2025-07-23,392066
T-00060,2025-08-06,359533
T-00060,2025-08-20,346500
T-00060,2025-09-03,313424
T-00060,2025-09-17,397856
T-00060,2025-10-01,395918
T-00060,2025-10-15,295605
T-00060,2025-10-29,343124
T-00060,2025-11-12,357703
T-00060,2025-11-26,372282
T-00060,2025-12-10,310232
T-00060,2025-12-24,436672
T-00061,2025-01-08,361126
T-00061,2025-01-22,440186
T-00061,2025-02-05,410179
T-00061,2025-02-19,425837
T-00061,2025-03-05,367790
T-00061,2025-03-19,425107
T-00061,2025-04-02,366380
T-00061,2025-04-16,390293
T-00061,2025-04-30,426491
T-00061,2025-05-14,410869
T-00061,2025-05-28,417273
T-00061,2025-06-11,421795
T-00061,2025-06-25,321931
T-00061,2025-07-09,451704
T-00061,2025-07-23,456483
T-00061,2025-08-06,449463
T-00061,2025-08-20,425422
T-00061,2025-09-03,359848
T-00061,2025-09-17,377906
T-00061,2025-10-01,368249
T-00061,2025-10-15,467077
T-00061,2025-10-29,415137
T-00061,2025-11-12,383523
T-00061,2025-11-26,463295
T-00061,2025-12-10,437101
T-00061,2025-12-24,351217
T-00062,2025-01-08,330874
T-00062,2025-01-22,275832
T-00062,2025-02-05,300620
T-00062,2025-02-19,277157
T-00062,2025-03-05,288118
T-00062,2025-03-19,295216
T-00062,2025-04-02,322683
T-00062,2025-04-16,336514
T-00062,2025-04-30,311165
T-00062,2025-05-14,357646
T-00062,2025-05-28,323566
T-00062,2025-06-11,318529
T-00062,2025-06-25,322970
T-00062,2025-07-09,290405
T-00062,2025-07-23,314361
T-00062,2025-08-06,270841
T-00062,2025-08-20,267111
T-00062,2025-09-03,324133
T-00062,2025-09-17,317156
T-00062,2025-10-01,305089
T-00062,2025-10-15,237880
T-00062,2025-10-29,289777
T-00062,2025-11-12,309990
T-00062,2025-11-26,322585
T-00062,2025-12-10,310780
T-00062,2025-12-24,266240
T-00063,2025-01-08,472619
T-00063,2025-01-22,462150
T-00063,2025-02-05,465271
T-00063,2025-02-19,477584
T-00063,2025-03-05,497497
T-00063,2025-03-19,585805
T-00063,2025-04-02,529041
T-00063,2025-04-16,494225
T-00063,2025-04-30,526357
T-00063,2025-05-14,454416
T-00063,2025-05-28,484805
T-00063,2025-06-11,458749
T-00063,2025-06-25,537356
T-00063,2025-07-09,429931
T-00063,2025-07-23,483633
T-00063,2025-08-06,489097
T-00063,2025-08-20,401827
T-00063,2025-09-03,482384
T-00063,2025-09-17,516712
T-00063,2025-10-01,621365
T-00063,2025-10-15,460686
T-00063,2025-10-29,549112
T-00063,2025-11-12,385383
T-00063,2025-11-26,496542
T-00063,2025-12-10,519393
T-00063,2025-12-24,360526
T-00064,2025-01-08,381197
T-00064,2025-01-22,515482
T-00064,2025-02-05,471770
T-00064,2025-02-19,469988
T-00064,2025-03-05,413217
T-00064,2025-03-19,443466
T-00064,2025-04-02,492963
T-00064,2025-04-16,430071
T-00064,2025-04-30,468931
T-00064,2025-05-14,486124
T-00064,2025-05-28,407195
T-00064,2025-06-11,493318
T-00064,2025-06-25,537435
T-00064,2025-07-09,444538
T-00064,2025-07-23,482540
T-00064,2025-08-06,575129
T-00064,2025-08-20,476535
T-00064,2025-09-03,477070
T-00064,2025-09-17,438770
T-00064,2025-10-01,488382
T-00064,2025-10-15,431016
T-00064,2025-10-29,509346
T-00064,2025-11-12,451192
T-00064,2025-11-26,453836
T-00064,2025-12-10,441316
T-00064,2025-12-24,393013
T-00065,2025-01-08,293837
T-00065,2025-01-22,358686
T-00065,2025-02-05,388018
T-00065,2025-02-19,337974
T-00065,2025-03-05,392535
T-00065,2025-03-19,361876
T-00065,2025-04-02,364706
T-00065,2025-04-16,333131
T-00065,2025-04-30,325663
T-00065,2025-05-14,389844
T-00065,2025-05-28,395086
T-00065,2025-06-11,386380
T-00065,2025-06-25,323912
T-00065,2025-07-09,366212
T-00065,2025-07-23,355971
T-00065,2025-08-06,377567
T-00065,2025-08-20,327187
T-00065,2025-09-03,388632
T-00065,2025-09-17,409218
T-00065,2025-10-01,356058
T-00065,2025-10-15,334904
T-00065,2025-10-29,344481
T-00065,2025-11-12,430453
T-00065,2025-11-26,353634
T-00065,2025-12-10,351345
T-00065,2025-12-24,329746
T-00066,2025-01-08,340726
T-00066,2025-01-22,367329
T-00066,2025-02-05,378102
T-00066,2025-02-19,395721
T-00066,2025-03-05,387461
T-00066,2025-03-19,367152
T-00066,2025-04-02,461483
T-00066,2025-04-16,435446
T-00066,2025-04-30,402247
T-00066,2025-05-14,337513
T-00066,2025-05-28,443199
T-00066,2025-06-11,405622
T-00066,2025-06-25,335305
T-00066,2025-07-09,407947
T-00066,2025-07-23,322985
T-00066,2025-08-06,393462
T-00066,2025-08-20,309033
T-00066,2025-09-03,401664
T-00066,2025-09-17,423437
T-00066,2025-10-01,364322
T-00066,2025-10-15,320443
T-00066,2025-10-29,435664
T-00066,2025-11-12,424137
T-00066,2025-11-26,411033
T-00066,2025-12-10,390849
T-00066,2025-12-24,358674
T-00067,2025-01-08,460039
T-00067,2025-01-22,376272
T-00067,2025-02-05,447204
T-00067,2025-02-19,402469
T-00067,2025-03-05,444772
T-00067,2025-03-19,415308
T-00067,2025-04-02,395530
T-00067,2025-04-16,424986
T-00067,2025-04-30,433477
T-00067,2025-05-14,437105
T-00067,2025-05-28,456954
T-00067,2025-06-11,374818
T-00067,2025-06-25,381950
T-00067,2025-07-09,443305
T-00067,2025-07-23,394826
T-00067,2025-08-06,372311
T-00067,2025-08-20,382614
T-00067,2025-09-03,396471
T-00067,2025-09-17,376481
T-00067,2025-10-01,437430
T-00067,2025-10-15,418837
T-00067,2025-10-29,458625
T-00067,2025-11-12,420317
T-00067,2025-11-26,413981
T-00067,2025-12-10,429276
T-00067,2025-12-24,472841
T-00068,2025-01-08,245829
T-00068,2025-01-22,253275
T-00068,2025-02-05,226843
T-00068,2025-02-19,221409
T-00068,2025-03-05,228689
T-00068,2025-03-19,192588
T-00068,2025-04-02,190438
T-00068,2025-04-16,190132
T-00068,2025-04-30,232312
T-00068,2025-05-14,248655
T-00068,2025-05-28,239251
T-00068,2025-06-11,240432
T-00068,2025-06-25,207195
T-00068,2025-07-09,175094
T-00068,2025-07-23,224882
T-00068,2025-08-06,255199
T-00068,2025-08-20,206266
T-00068,2025-09-03,216360
T-00068,2025-09-17,238102
T-00068,2025-10-01,228459
T-00068,2025-10-15,256708
T-00068,2025-10-29,237885
T-00068,2025-11-12,205831
T-00068,2025-11-26,195555
T-00068,2025-12-10,223712
T-00068,2025-12-24,221252
T-00069,2025-01-08,428681
T-00069,2025-01-22,401467
T-00069,2025-02-05,327053
T-00069,2025-02-19,339685
T-00069,2025-03-05,388706
T-00069,2025-03-19,368775
T-00069,2025-04-02,377167
T-00069,2025-04-16,309876
T-00069,2025-04-30,404062
T-00069,2025-05-14,395497
T-00069,2025-05-28,365743
T-00069,2025-06-11,342321
T-00069,2025-06-25,386611
T-00069,2025-07-09,331912
T-00069,2025-07-23,423642
T-00069,2025-08-06,405155
T-00069,2025-08-20,397316
T-00069,2025-09-03,334454
T-00069,2025-09-17,332946
T-00069,2025-10-01,376597
T-00069,2025-10-15,325645
T-00069,2025-10-29,390741
T-00069,2025-11-12,312770
T-00069,2025-11-26,353117
T-00069,2025-12-10,356179
T-00069,2025-12-24,355246
T-00070,2025-01-08,365002
T-00070,2025-01-22,317387
T-00070,2025-02-05,383597
T-00070,2025-02-19,395531
T-00070,2025-03-05,437116
T-00070,2025-03-19,349290
T-00070,2025-04-02,387947
T-00070,2025-04-16,440851
T-00070,2025-04-30,415767
T-00070,2025-05-14,387213
T-00070,2025-05-28,333531
T-00070,2025-06-11,445416
T-00070,2025-06-25,427174
T-00070,2025-07-09,401940
T-00070,2025-07-23,445632
T-00070,2025-08-06,401497
T-00070,2025-08-20,361895
T-00070,2025-09-03,332344
T-00070,2025-09-17,377776
T-00070,2025-10-01,318236
T-00070,2025-10-15,374553
T-00070,2025-10-29,368555
T-00070,2025-11-12,429983
T-00070,2025-11-26,404473
T-00070,2025-12-10,357839
T-00070,2025-12-24,363550
T-00071,2025-01-08,384033
T-00071,2025-01-22,435729
T-00071,2025-02-05,389238
T-00071,2025-02-19,391398
T-00071,2025-03-05,428681
T-00071,2025-03-19,417959
T-00071,2025-04-02,405866
T-00071,2025-04-16,290054
T-00071,2025-04-30,389867
T-00071,2025-05-14,403185
T-00071,2025-05-28,437989
T-00071,2025-06-11,364201
T-00071,2025-06-25,385053
T-00071,2025-07-09,374809
T-00071,2025-07-23,396912
T-00071,2025-08-06,412485
T-00071,2025-08-20,321320
T-00071,2025-09-03,424844
T-00071,2025-09-17,383902
T-00071,2025-10-01,332875
T-00071,2025-10-15,374542
T-00071,2025-10-29,386697
T-00071,2025-11-12,393234
T-00071,2025-11-26,464975
T-00071,2025-12-10,404555
T-00071,2025-12-24,360287
T-00072,2025-01-08,251735
T-00072,2025-01-22,225600
T-00072,2025-02-05,241466
T-00072,2025-02-19,249404
T-00072,2025-03-05,274203
T-00072,2025-03-19,184997
T-00072,2025-04-02,269664
T-00072,2025-04-16,169914
T-00072,2025-04-30,248920
T-00072,2025-05-14,219051
T-00072,2025-05-28,245686
T-00072,2025-06-11,255005
T-00072,2025-06-25,173632
T-00072,2025-07-09,215636
T-00072,2025-07-23,229925
T-00072,2025-08-06,197818
