terminal_id,tarih,ikmal_tutar,kaset_1,kaset_2,kaset_3
T-00019,2025-01-01,285826,142913,85747,57165
T-00019,2025-01-08,282441,141220,84732,56488
T-00019,2025-01-15,247892,123946,74367,49578
T-00019,2025-01-22,251340,125670,75402,50268
T-00019,2025-01-29,214684,107342,64405,42936
T-00019,2025-02-05,210426,105213,63127,42085
T-00019,2025-02-12,275162,137581,82548,55032
T-00019,2025-02-19,253080,126540,75924,50616
T-00019,2025-02-26,261086,130543,78325,52217
T-00019,2025-03-05,134016,67008,40204,26803
T-00019,2025-03-12,172936,86468,51880,34587
T-00019,2025-03-19,221278,110639,66383,44255
T-00019,2025-03-26,188556,94278,56567,37711
T-00019,2025-04-02,274745,137372,82423,54949
T-00019,2025-04-09,246162,123081,73848,49232
T-00019,2025-04-16,232353,116176,69705,46470
T-00019,2025-04-23,236696,118348,71008,47339
T-00019,2025-04-30,188966,94483,56690,37793
T-00019,2025-05-07,216669,108334,65000,43333
T-00019,2025-05-14,179363,89681,53809,35872
T-00019,2025-05-21,286676,143338,86003,57335
T-00019,2025-05-28,263842,131921,79152,52768
T-00019,2025-06-04,221741,110870,66522,44348
T-00019,2025-06-11,222710,111355,66813,44542
T-00019,2025-06-18,247405,123702,74221,49481
T-00019,2025-06-25,249094,124547,74728,49818
T-00019,2025-07-02,242381,121190,72714,48476
T-00019,2025-07-09,224907,112453,67472,44981
T-00019,2025-07-16,231486,115743,69446,46297
T-00019,2025-07-23,232693,116346,69808,46538
T-00019,2025-07-30,235823,117911,70746,47164
T-00019,2025-08-06,259715,129857,77914,51943
T-00019,2025-08-13,236760,118380,71028,47352
T-00019,2025-08-20,163863,81931,49158,32772
T-00019,2025-08-27,246161,123080,73848,49232
T-00019,2025-09-03,269030,134515,80709,53806
T-00019,2025-09-10,307301,153650,92190,61460
T-00019,2025-09-17,229100,114550,68730,45820
T-00019,2025-09-24,197499,98749,59249,39499
T-00019,2025-10-01,255508,127754,76652,51101
T-00019,2025-10-08,212105,106052,63631,42421
T-00019,2025-10-15,301182,150591,90354,60236
T-00019,2025-10-22,241631,120815,72489,48326
T-00019,2025-10-29,264539,132269,79361,52907
T-00019,2025-11-05,239279,119639,71783,47855
T-00019,2025-11-12,246810,123405,74043,49362
T-00019,2025-11-19,231977,115988,69593,46395
T-00019,2025-11-26,241058,120529,72317,48211
T-00019,2025-12-03,272803,136401,81841,54560
T-00019,2025-12-10,275664,137832,82699,55132
T-00019,2025-12-17,193880,96940,58164,38776
T-00019,2025-12-24,291333,145666,87400,58266
T-00019,2025-12-31,244622,122311,73386,48924
T-00020,2025-01-01,353856,176928,106156,70771
T-00020,2025-01-21,418676,209338,125602,83735
T-00020,2025-02-10,495580,247790,148674,99116
T-00020,2025-03-02,384387,192193,115316,76877
T-00020,2025-03-22,325527,162763,97658,65105
T-00020,2025-04-11,440965,220482,132289,88193
T-00020,2025-05-01,390019,195009,117005,78003
T-00020,2025-05-21,388641,194320,116592,77728
T-00020,2025-06-10,333387,166693,100016,66677
T-00020,2025-06-30,348309,174154,104492,69661
T-00020,2025-07-20,270119,135059,81035,54023
T-00020,2025-08-09,497274,248637,149182,99454
T-00020,2025-08-29,357814,178907,107344,71562
T-00020,2025-09-18,379558,189779,113867,75911
T-00020,2025-10-08,536112,268056,160833,107222
T-00020,2025-10-28,300522,150261,90156,60104
T-00020,2025-11-17,481848,240924,144554,96369
T-00020,2025-12-07,434596,217298,130378,86919
T-00020,2025-12-27,415829,207914,124748,83165
T-00021,2025-01-01,613440,306720,184032,122688
T-00021,2025-01-09,535690,267845,160707,107138
T-00021,2025-01-17,578570,289285,173571,115714
T-00021,2025-01-25,595090,297545,178527,119018
T-00021,2025-02-02,514433,257216,154330,102886
T-00021,2025-02-10,620298,310149,186089,124059
T-00021,2025-02-18,730115,365057,219034,146023
T-00021,2025-02-26,461712,230856,138513,92342
T-00021,2025-03-06,689233,344616,206770,137846
T-00021,2025-03-14,514986,257493,154495,102997
T-00021,2025-03-22,653834,326917,196150,130766
T-00021,2025-03-30,516267,258133,154880,103253
T-00021,2025-04-07,483137,241568,144941,96627
T-00021,2025-04-15,549516,274758,164854,109903
T-00021,2025-04-23,459674,229837,137902,91934
T-00021,2025-05-01,602220,301110,180666,120444
T-00021,2025-05-09,654055,327027,196216,130811
T-00021,2025-05-17,727591,363795,218277,145518
T-00021,2025-05-25,615345,307672,184603,123069
T-00021,2025-06-02,615080,307540,184524,123016
T-00021,2025-06-10,653222,326611,195966,130644
T-00021,2025-06-18,607677,303838,182303,121535
T-00021,2025-06-26,543941,271970,163182,108788
T-00021,2025-07-04,476923,238461,143077,95384
T-00021,2025-07-12,491305,245652,147391,98261
T-00021,2025-07-20,541222,270611,162366,108244
T-00021,2025-07-28,685080,342540,205524,137016
T-00021,2025-08-05,577277,288638,173183,115455
T-00021,2025-08-13,542981,271490,162894,108596
T-00021,2025-08-21,528317,264158,158495,105663
T-00021,2025-08-29,798350,399175,239505,159670
T-00021,2025-09-06,632069,316034,189620,126413
T-00021,2025-09-14,661420,330710,198426,132284
T-00021,2025-09-22,587212,293606,176163,117442
T-00021,2025-09-30,592238,296119,177671,118447
T-00021,2025-10-08,590681,295340,177204,118136
T-00021,2025-10-16,804273,402136,241282,160854
T-00021,2025-10-24,553491,276745,166047,110698
T-00021,2025-11-01,596001,298000,178800,119200
T-00021,2025-11-09,837721,418860,251316,167544
T-00021,2025-11-17,752503,376251,225751,150500
T-00021,2025-11-25,755999,377999,226799,151199
T-00021,2025-12-03,655549,327774,196664,131109
T-00021,2025-12-11,569651,284825,170895,113930
T-00021,2025-12-19,585555,292777,175666,117111
T-00021,2025-12-27,512063,256031,153618,102412
T-00022,2025-01-01,199476,99738,59842,39895
T-00022,2025-01-09,222129,111064,66638,44425
T-00022,2025-01-17,195475,97737,58642,39095
T-00022,2025-01-25,169422,84711,50826,33884
T-00022,2025-02-02,231968,115984,69590,46393
T-00022,2025-02-10,154907,77453,46472,30981
T-00022,2025-02-18,233399,116699,70019,46679
T-00022,2025-02-26,180900,90450,54270,36180
T-00022,2025-03-06,234890,117445,70467,46978
T-00022,2025-03-14,197628,98814,59288,39525
T-00022,2025-03-22,239508,119754,71852,47901
T-00022,2025-03-30,223519,111759,67055,44703
T-00022,2025-04-07,190479,95239,57143,38095
T-00022,2025-04-15,226614,113307,67984,45322
T-00022,2025-04-23,217312,108656,65193,43462
T-00022,2025-05-01,196617,98308,58985,39323
T-00022,2025-05-09,261976,130988,78592,52395
T-00022,2025-05-17,241192,120596,72357,48238
T-00022,2025-05-25,184789,92394,55436,36957
T-00022,2025-06-02,261214,130607,78364,52242
T-00022,2025-06-10,225697,112848,67709,45139
T-00022,2025-06-18,234038,117019,70211,46807
T-00022,2025-06-26,210752,105376,63225,42150
T-00022,2025-07-04,225426,112713,67628,45085
T-00022,2025-07-12,244473,122236,73342,48894
T-00022,2025-07-20,252714,126357,75814,50542
T-00022,2025-07-28,176869,88434,53060,35373
T-00022,2025-08-05,160129,80064,48038,32025
T-00022,2025-08-13,184423,92211,55327,36884
T-00022,2025-08-21,233881,116940,70164,46776
T-00022,2025-08-29,303642,151821,91092,60728
T-00022,2025-09-06,248795,124397,74638,49759
T-00022,2025-09-14,223712,111856,67113,44742
T-00022,2025-09-22,251467,125733,75440,50293
T-00022,2025-09-30,211377,105688,63413,42275
T-00022,2025-10-08,231664,115832,69499,46332
T-00022,2025-10-16,253886,126943,76165,50777
T-00022,2025-10-24,215200,107600,64560,43040
T-00022,2025-11-01,238785,119392,71635,47757
T-00022,2025-11-09,191215,95607,57364,38243
T-00022,2025-11-17,220697,110348,66209,44139
T-00022,2025-11-25,256997,128498,77099,51399
T-00022,2025-12-03,220170,110085,66051,44034
T-00022,2025-12-11,267085,133542,80125,53417
T-00022,2025-12-19,239491,119745,71847,47898
T-00022,2025-12-27,177512,88756,53253,35502
T-00023,2025-01-01,316767,158383,95030,63353
T-00023,2025-01-17,342532,171266,102759,68506
T-00023,2025-02-02,380203,190101,114061,76040
T-00023,2025-02-18,373013,186506,111903,74602
T-00023,2025-03-06,265287,132643,79586,53057
T-00023,2025-03-22,368851,184425,110655,73770
T-00023,2025-04-07,410925,205462,123277,82185
T-00023,2025-04-23,445920,222960,133776,89184
T-00023,2025-05-09,461300,230650,138390,92260
T-00023,2025-05-25,357937,178968,107381,71587
T-00023,2025-06-10,359895,179947,107968,71979
T-00023,2025-06-26,386080,193040,115824,77216
T-00023,2025-07-12,401708,200854,120512,80341
T-00023,2025-07-28,430697,215348,129209,86139
T-00023,2025-08-13,232575,116287,69772,46515
T-00023,2025-08-29,299703,149851,89910,59940
T-00023,2025-09-14,310830,155415,93249,62166
T-00023,2025-09-30,407619,203809,122285,81523
T-00023,2025-10-16,230476,115238,69142,46095
T-00023,2025-11-01,399156,199578,119746,79831
T-00023,2025-11-17,387369,193684,116210,77473
T-00023,2025-12-03,409758,204879,122927,81951
T-00023,2025-12-19,321972,160986,96591,64394
T-00024,2025-01-01,654067,327033,196220,130813
T-00024,2025-01-09,576206,288103,172861,115241
T-00024,2025-01-17,625450,312725,187635,125090
T-00024,2025-01-25,652618,326309,195785,130523
T-00024,2025-02-02,842026,421013,252608,168405
T-00024,2025-02-10,507837,253918,152351,101567
T-00024,2025-02-18,817852,408926,245355,163570
T-00024,2025-02-26,602758,301379,180827,120551
T-00024,2025-03-06,609135,304567,182740,121827
T-00024,2025-03-14,853513,426756,256054,170702
T-00024,2025-03-22,620964,310482,186289,124192
T-00024,2025-03-30,886809,443404,266042,177361
T-00024,2025-04-07,744580,372290,223374,148916
T-00024,2025-04-15,700078,350039,210023,140015
T-00024,2025-04-23,826931,413465,248079,165386
T-00024,2025-05-01,594281,297140,178284,118856
T-00024,2025-05-09,716227,358113,214868,143245
T-00024,2025-05-17,872345,436172,261703,174469
T-00024,2025-05-25,683721,341860,205116,136744
T-00024,2025-06-02,688560,344280,206568,137712
T-00024,2025-06-10,534613,267306,160384,106922
T-00024,2025-06-18,790641,395320,237192,158128
T-00024,2025-06-26,564785,282392,169435,112957
T-00024,2025-07-04,723933,361966,217180,144786
T-00024,2025-07-12,742254,371127,222676,148450
T-00024,2025-07-20,770102,385051,231030,154020
T-00024,2025-07-28,527108,263554,158132,105421
T-00024,2025-08-05,820884,410442,246265,164176
T-00024,2025-08-13,644791,322395,193437,128958
T-00024,2025-08-21,725901,362950,217770,145180
T-00024,2025-08-29,715816,357908,214745,143163
T-00024,2025-09-06,605326,302663,181597,121065
T-00024,2025-09-14,763247,381623,228974,152649
T-00024,2025-09-22,696993,348496,209098,139398
T-00024,2025-09-30,823611,411805,247083,164722
T-00024,2025-10-08,724098,362049,217229,144819
T-00024,2025-10-16,633322,316661,189996,126664
T-00024,2025-10-24,585659,292829,175697,117131
T-00024,2025-11-01,472381,236190,141714,94476
T-00024,2025-11-09,876648,438324,262994,175329
T-00024,2025-11-17,647764,323882,194329,129552
T-00024,2025-11-25,642180,321090,192654,128436
T-00024,2025-12-03,751981,375990,225594,150396
T-00024,2025-12-11,611400,305700,183420,122280
T-00024,2025-12-19,653204,326602,195961,130640
T-00024,2025-12-27,645006,322503,193501,129001
T-00025,2025-01-01,387223,193611,116167,77444
T-00025,2025-01-12,346392,173196,103917,69278
T-00025,2025-01-23,366918,183459,110075,73383
T-00025,2025-02-03,320471,160235,96141,64094
T-00025,2025-02-14,330705,165352,99211,66141
T-00025,2025-02-25,287260,143630,86178,57452
T-00025,2025-03-08,369951,184975,110985,73990
T-00025,2025-03-19,312995,156497,93898,62599
T-00025,2025-03-30,391663,195831,117499,78332
T-00025,2025-04-10,433758,216879,130127,86751
T-00025,2025-04-21,229596,114798,68878,45919
T-00025,2025-05-02,329838,164919,98951,65967
T-00025,2025-05-13,372360,186180,111708,74472
T-00025,2025-05-24,305520,152760,91656,61104
T-00025,2025-06-04,302217,151108,90665,60443
T-00025,2025-06-15,284831,142415,85449,56966
T-00025,2025-06-26,390151,195075,117045,78030
T-00025,2025-07-07,330470,165235,99141,66094
T-00025,2025-07-18,332807,166403,99842,66561
T-00025,2025-07-29,283462,141731,85038,56692
T-00025,2025-08-09,312687,156343,93806,62537
T-00025,2025-08-20,275266,137633,82580,55053
T-00025,2025-08-31,306339,153169,91901,61267
T-00025,2025-09-11,270465,135232,81139,54093
T-00025,2025-09-22,345807,172903,103742,69161
T-00025,2025-10-03,392821,196410,117846,78564
T-00025,2025-10-14,293297,146648,87989,58659
T-00025,2025-10-25,355645,177822,106693,71129
T-00025,2025-11-05,229594,114797,68878,45918
T-00025,2025-11-16,371088,185544,111326,74217
T-00025,2025-11-27,431723,215861,129517,86344
T-00025,2025-12-08,285593,142796,85677,57118
T-00025,2025-12-19,384170,192085,115251,76834
T-00025,2025-12-30,408478,204239,122543,81695
T-00026,2025-01-01,298857,149428,89657,59771
T-00026,2025-01-16,275486,137743,82645,55097
T-00026,2025-01-31,232082,116041,69624,46416
T-00026,2025-02-15,252871,126435,75861,50574
T-00026,2025-03-02,235799,117899,70739,47159
T-00026,2025-03-17,289253,144626,86776,57850
T-00026,2025-04-01,309072,154536,92721,61814
T-00026,2025-04-16,245650,122825,73695,49130
T-00026,2025-05-01,249862,124931,74958,49972
T-00026,2025-05-16,310435,155217,93130,62087
T-00026,2025-05-31,214132,107066,64239,42826
T-00026,2025-06-15,299338,149669,89801,59867
T-00026,2025-06-30,244404,122202,73321,48880
T-00026,2025-07-15,238874,119437,71662,47774
T-00026,2025-07-30,324520,162260,97356,64904
T-00026,2025-08-14,234448,117224,70334,46889
T-00026,2025-08-29,258346,129173,77503,51669
T-00026,2025-09-13,265264,132632,79579,53052
T-00026,2025-09-28,235313,117656,70594,47062
T-00026,2025-10-13,272491,136245,81747,54498
T-00026,2025-10-28,208601,104300,62580,41720
T-00026,2025-11-12,251955,125977,75586,50391
T-00026,2025-11-27,235653,117826,70695,47130
T-00026,2025-12-12,270789,135394,81236,54157
T-00026,2025-12-27,264453,132226,79335,52890
T-00027,2025-01-01,239706,119853,71911,47941
T-00027,2025-01-08,254568,127284,76370,50913
T-00027,2025-01-15,208431,104215,62529,41686
T-00027,2025-01-22,186685,93342,56005,37337
T-00027,2025-01-29,207696,103848,62308,41539
T-00027,2025-02-05,226847,113423,68054,45369
T-00027,2025-02-12,189097,94548,56729,37819
T-00027,2025-02-19,263139,131569,78941,52627
T-00027,2025-02-26,214310,107155,64293,42862
T-00027,2025-03-05,190902,95451,57270,38180
T-00027,2025-03-12,243510,121755,73053,48702
T-00027,2025-03-19,238763,119381,71628,47752
T-00027,2025-03-26,217160,108580,65148,43432
T-00027,2025-04-02,231639,115819,69491,46327
T-00027,2025-04-09,197938,98969,59381,39587
T-00027,2025-04-16,240615,120307,72184,48123
T-00027,2025-04-23,224467,112233,67340,44893
T-00027,2025-04-30,171250,85625,51375,34250
T-00027,2025-05-07,213850,106925,64155,42770
T-00027,2025-05-14,162911,81455,48873,32582
T-00027,2025-05-21,191309,95654,57392,38261
T-00027,2025-05-28,188869,94434,56660,37773
T-00027,2025-06-04,252043,126021,75613,50408
T-00027,2025-06-11,182239,91119,54671,36447
T-00027,2025-06-18,228829,114414,68648,45765
T-00027,2025-06-25,237352,118676,71205,47470
T-00027,2025-07-02,203163,101581,60949,40632
T-00027,2025-07-09,188310,94155,56493,37662
T-00027,2025-07-16,180423,90211,54127,36084
T-00027,2025-07-23,120786,60393,36235,24157
T-00027,2025-07-30,244151,122075,73245,48830
T-00027,2025-08-06,138795,69397,41638,27759
T-00027,2025-08-13,234967,117483,70490,46993
T-00027,2025-08-20,281354,140677,84406,56270
T-00027,2025-08-27,191521,95760,57456,38304
T-00027,2025-09-03,209101,104550,62730,41820
T-00027,2025-09-10,194167,97083,58250,38833
T-00027,2025-09-17,189226,94613,56767,37845
T-00027,2025-09-24,184255,92127,55276,36851
T-00027,2025-10-01,218956,109478,65686,43791
T-00027,2025-10-08,225419,112709,67625,45083
T-00027,2025-10-15,206861,103430,62058,41372
T-00027,2025-10-22,164587,82293,49376,32917
T-00027,2025-10-29,243480,121740,73044,48696
T-00027,2025-11-05,209179,104589,62753,41835
T-00027,2025-11-12,317977,158988,95393,63595
T-00027,2025-11-19,190754,95377,57226,38150
T-00027,2025-11-26,201249,100624,60374,40249
T-00027,2025-12-03,218652,109326,65595,43730
T-00027,2025-12-10,168615,84307,50584,33723
T-00027,2025-12-17,193452,96726,58035,38690
T-00027,2025-12-24,275413,137706,82624,55082
T-00027,2025-12-31,200573,100286,60172,40114
T-00028,2025-01-01,636609,318304,190982,127321
T-00028,2025-01-20,602307,301153,180692,120461
T-00028,2025-02-08,482451,241225,144735,96490
T-00028,2025-02-27,507184,253592,152155,101436
T-00028,2025-03-18,457494,228747,137248,91498
T-00028,2025-04-06,448490,224245,134547,89698
T-00028,2025-04-25,647118,323559,194135,129423
T-00028,2025-05-14,570234,285117,171070,114046
T-00028,2025-06-02,519009,259504,155702,103801
T-00028,2025-06-21,629109,314554,188732,125821
T-00028,2025-07-10,560096,280048,168028,112019
T-00028,2025-07-29,505711,252855,151713,101142
T-00028,2025-08-17,510338,255169,153101,102067
T-00028,2025-09-05,453375,226687,136012,90675
T-00028,2025-09-24,639500,319750,191850,127900
T-00028,2025-10-13,364039,182019,109211,72807
T-00028,2025-11-01,532168,266084,159650,106433
T-00028,2025-11-20,493567,246783,148070,98713
T-00028,2025-12-09,577793,288896,173338,115558
T-00028,2025-12-28,502620,251310,150786,100524
T-00029,2025-01-01,236088,118044,70826,47217
T-00029,2025-01-20,260752,130376,78225,52150
T-00029,2025-02-08,315030,157515,94509,63006
T-00029,2025-02-27,290593,145296,87177,58118
T-00029,2025-03-18,236857,118428,71057,47371
T-00029,2025-04-06,322813,161406,96844,64562
T-00029,2025-04-25,282267,141133,84680,56453
T-00029,2025-05-14,263359,131679,79007,52671
T-00029,2025-06-02,309810,154905,92943,61962
T-00029,2025-06-21,279194,139597,83758,55838
T-00029,2025-07-10,246144,123072,73843,49228
T-00029,2025-07-29,281380,140690,84414,56276
T-00029,2025-08-17,294105,147052,88231,58821
T-00029,2025-09-05,290843,145421,87253,58168
T-00029,2025-09-24,301642,150821,90492,60328
T-00029,2025-10-13,268548,134274,80564,53709
T-00029,2025-11-01,269052,134526,80715,53810
T-00029,2025-11-20,308829,154414,92648,61765
T-00029,2025-12-09,270279,135139,81083,54055
T-00029,2025-12-28,303158,151579,90947,60631
T-00030,2025-01-01,713158,356579,213947,142631
T-00030,2025-01-09,733294,366647,219988,146658
T-00030,2025-01-17,847556,423778,254267,169511
T-00030,2025-01-25,655939,327969,196781,131187
T-00030,2025-02-02,887290,443645,266187,177458
T-00030,2025-02-10,855482,427741,256644,171096
T-00030,2025-02-18,805036,402518,241510,161007
T-00030,2025-02-26,737424,368712,221227,147484
T-00030,2025-03-06,760777,380388,228233,152155
T-00030,2025-03-14,728301,364150,218490,145660
T-00030,2025-03-22,578013,289006,173403,115602
T-00030,2025-03-30,642406,321203,192721,128481
T-00030,2025-04-07,871762,435881,261528,174352
T-00030,2025-04-15,958779,479389,287633,191755
T-00030,2025-04-23,743678,371839,223103,148735
T-00030,2025-05-01,895976,447988,268793,179195
T-00030,2025-05-09,656864,328432,197059,131372
T-00030,2025-05-17,874611,437305,262383,174922
T-00030,2025-05-25,820350,410175,246105,164070
T-00030,2025-06-02,877569,438784,263270,175513
T-00030,2025-06-10,453615,226807,136084,90723
T-00030,2025-06-18,688141,344070,206442,137628
T-00030,2025-06-26,821507,410753,246452,164301
T-00030,2025-07-04,920215,460107,276064,184043
T-00030,2025-07-12,872056,436028,261616,174411
T-00030,2025-07-20,947525,473762,284257,189505
T-00030,2025-07-28,950693,475346,285208,190138
T-00030,2025-08-05,847936,423968,254380,169587
T-00030,2025-08-13,579655,289827,173896,115931
T-00030,2025-08-21,666490,333245,199947,133298
T-00030,2025-08-29,1011464,505732,303439,202292
T-00030,2025-09-06,777100,388550,233130,155420
T-00030,2025-09-14,826117,413058,247835,165223
T-00030,2025-09-22,956998,478499,287099,191399
T-00030,2025-09-30,691737,345868,207521,138347
T-00030,2025-10-08,678024,339012,203407,135604
T-00030,2025-10-16,692983,346491,207894,138596
T-00030,2025-10-24,758761,379380,227628,151752
T-00030,2025-11-01,683752,341876,205125,136750
T-00030,2025-11-09,602046,301023,180614,120409
T-00030,2025-11-17,590784,295392,177235,118156
T-00030,2025-11-25,849988,424994,254996,169997
T-00030,2025-12-03,596183,298091,178854,119236
T-00030,2025-12-11,676915,338457,203074,135383
T-00030,2025-12-19,799529,399764,239858,159905
T-00030,2025-12-27,548386,274193,164515,109677
T-00031,2025-01-01,266520,133260,79956,53304
T-00031,2025-01-08,255706,127853,76712,51141
T-00031,2025-01-15,270378,135189,81113,54075
T-00031,2025-01-22,232447,116223,69734,46489
T-00031,2025-01-29,230716,115358,69214,46143
T-00031,2025-02-05,304287,152143,91286,60857
T-00031,2025-02-12,336716,168358,101015,67343
T-00031,2025-02-19,259616,129808,77884,51923
T-00031,2025-02-26,202511,101255,60753,40502
T-00031,2025-03-05,191136,95568,57340,38227
T-00031,2025-03-12,272498,136249,81749,54499
T-00031,2025-03-19,281992,140996,84597,56398
T-00031,2025-03-26,297175,148587,89152,59435
T-00031,2025-04-02,243015,121507,72904,48603
T-00031,2025-04-09,325360,162680,97608,65072
T-00031,2025-04-16,297245,148622,89173,59449
T-00031,2025-04-23,226976,113488,68092,45395
T-00031,2025-04-30,177433,88716,53230,35486
T-00031,2025-05-07,253702,126851,76110,50740
T-00031,2025-05-14,223203,111601,66961,44640
T-00031,2025-05-21,265020,132510,79506,53004
T-00031,2025-05-28,253163,126581,75948,50632
T-00031,2025-06-04,268628,134314,80588,53725
T-00031,2025-06-11,279368,139684,83810,55873
T-00031,2025-06-18,317449,158724,95234,63489
T-00031,2025-06-25,258125,129062,77437,51625
T-00031,2025-07-02,289832,144916,86949,57966
T-00031,2025-07-09,271165,135582,81349,54233
T-00031,2025-07-16,273283,136641,81985,54656
T-00031,2025-07-23,237931,118965,71379,47586
T-00031,2025-07-30,217051,108525,65115,43410
T-00031,2025-08-06,266266,133133,79879,53253
T-00031,2025-08-13,253821,126910,76146,50764
T-00031,2025-08-20,256948,128474,77084,51389
T-00031,2025-08-27,240435,120217,72130,48087
T-00031,2025-09-03,265648,132824,79694,53129
T-00031,2025-09-10,221612,110806,66483,44322
T-00031,2025-09-17,311742,155871,93522,62348
T-00031,2025-09-24,300099,150049,90029,60019
T-00031,2025-10-01,278788,139394,83636,55757
T-00031,2025-10-08,331769,165884,99530,66353
T-00031,2025-10-15,215090,107545,64527,43018
T-00031,2025-10-22,301322,150661,90396,60264
T-00031,2025-10-29,235644,117822,70693,47128
T-00031,2025-11-05,252173,126086,75651,50434
T-00031,2025-11-12,273345,136672,82003,54669
T-00031,2025-11-19,256721,128360,77016,51344
T-00031,2025-11-26,293864,146932,88159,58772
T-00031,2025-12-03,193282,96641,57984,38656
T-00031,2025-12-10,313260,156630,93978,62652
T-00031,2025-12-17,302579,151289,90773,60515
T-00031,2025-12-24,306279,153139,91883,61255
T-00031,2025-12-31,245854,122927,73756,49170
T-00032,2025-01-01,438759,219379,131627,87751
T-00032,2025-01-15,501696,250848,150508,100339
T-00032,2025-01-29,629383,314691,188815,125876
T-00032,2025-02-12,481644,240822,144493,96328
T-00032,2025-02-26,393176,196588,117953,78635
T-00032,2025-03-12,602126,301063,180638,120425
T-00032,2025-03-26,428609,214304,128582,85721
T-00032,2025-04-09,523916,261958,157174,104783
T-00032,2025-04-23,462122,231061,138636,92424
T-00032,2025-05-07,488614,244307,146584,97722
T-00032,2025-05-21,569101,284550,170730,113820
T-00032,2025-06-04,491569,245784,147470,98313
T-00032,2025-06-18,519028,259514,155708,103805
T-00032,2025-07-02,505580,252790,151674,101116
T-00032,2025-07-16,570256,285128,171076,114051
T-00032,2025-07-30,580989,290494,174296,116197
T-00032,2025-08-13,618559,309279,185567,123711
T-00032,2025-08-27,517533,258766,155260,103506
T-00032,2025-09-10,402057,201028,120617,80411
T-00032,2025-09-24,431799,215899,129539,86359
T-00032,2025-10-08,662695,331347,198808,132539
T-00032,2025-10-22,576342,288171,172902,115268
T-00032,2025-11-05,383896,191948,115168,76779
T-00032,2025-11-19,463843,231921,139153,92768
T-00032,2025-12-03,512733,256366,153820,102546
T-00032,2025-12-17,369833,184916,110949,73966
T-00032,2025-12-31,441360,220680,132408,88272
T-00033,2025-01-01,553163,276581,165949,110632
T-00033,2025-01-11,460357,230178,138107,92071
T-00033,2025-01-21,331323,165661,99397,66264
T-00033,2025-01-31,622186,311093,186656,124437
T-00033,2025-02-10,435513,217756,130653,87102
T-00033,2025-02-20,496728,248364,149018,99345
T-00033,2025-03-02,525513,262756,157654,105102
T-00033,2025-03-12,413612,206806,124083,82722
T-00033,2025-03-22,571462,285731,171438,114292
T-00033,2025-04-01,620971,310485,186291,124194
T-00033,2025-04-11,558674,279337,167602,111734
T-00033,2025-04-21,555557,277778,166667,111111
T-00033,2025-05-01,583787,291893,175136,116757
T-00033,2025-05-11,504394,252197,151318,100878
T-00033,2025-05-21,531656,265828,159496,106331
T-00033,2025-05-31,529883,264941,158965,105976
T-00033,2025-06-10,391980,195990,117594,78396
T-00033,2025-06-20,461450,230725,138435,92290
T-00033,2025-06-30,486287,243143,145886,97257
T-00033,2025-07-10,362932,181466,108879,72586
T-00033,2025-07-20,785333,392666,235600,157066
T-00033,2025-07-30,551881,275940,165564,110376
T-00033,2025-08-09,556872,278436,167061,111374
T-00033,2025-08-19,575741,287870,172722,115148
T-00033,2025-08-29,578503,289251,173551,115700
T-00033,2025-09-08,518193,259096,155457,103638
T-00033,2025-09-18,518387,259193,155516,103677
T-00033,2025-09-28,624814,312407,187444,124962
T-00033,2025-10-08,298474,149237,89542,59694
T-00033,2025-10-18,549598,274799,164879,109919
T-00033,2025-10-28,532501,266250,159750,106500
T-00033,2025-11-07,624041,312020,187212,124808
T-00033,2025-11-17,472092,236046,141627,94418
T-00033,2025-11-27,456170,228085,136851,91234
T-00033,2025-12-07,423492,211746,127047,84698
T-00033,2025-12-17,603077,301538,180923,120615
T-00033,2025-12-27,575098,287549,172529,115019
T-00034,2025-01-01,829355,414677,248806,165871
T-00034,2025-01-12,676025,338012,202807,135205
T-00034,2025-01-23,837805,418902,251341,167561
T-00034,2025-02-03,832631,416315,249789,166526
T-00034,2025-02-14,827471,413735,248241,165494
T-00034,2025-02-25,868070,434035,260421,173614
T-00034,2025-03-08,649053,324526,194716,129810
T-00034,2025-03-19,729703,364851,218911,145940
T-00034,2025-03-30,672244,336122,201673,134448
T-00034,2025-04-10,659090,329545,197727,131818
T-00034,2025-04-21,535536,267768,160660,107107
T-00034,2025-05-02,748135,374067,224440,149627
T-00034,2025-05-13,656322,328161,196896,131264
T-00034,2025-05-24,853195,426597,255958,170639
T-00034,2025-06-04,662422,331211,198726,132484
T-00034,2025-06-15,642542,321271,192762,128508
T-00034,2025-06-26,726252,363126,217875,145250
T-00034,2025-07-07,718321,359160,215496,143664
T-00034,2025-07-18,819293,409646,245788,163858
T-00034,2025-07-29,754724,377362,226417,150944
T-00034,2025-08-09,900665,450332,270199,180133
T-00034,2025-08-20,601150,300575,180345,120230
T-00034,2025-08-31,768627,384313,230588,153725
T-00034,2025-09-11,887009,443504,266102,177401
T-00034,2025-09-22,692838,346419,207851,138567
T-00034,2025-10-03,638768,319384,191630,127753
T-00034,2025-10-14,801447,400723,240434,160289
T-00034,2025-10-25,866955,433477,260086,173391
T-00034,2025-11-05,792029,396014,237608,158405
T-00034,2025-11-16,745130,372565,223539,149026
T-00034,2025-11-27,670053,335026,201015,134010
T-00034,2025-12-08,702078,351039,210623,140415
T-00034,2025-12-19,765094,382547,229528,153018
