terminal_id,tarih,ariza_kodu
T-00026,2025-11-16,DISPENSER_FAIL
T-00026,2025-11-21,EPP_FAIL
T-00026,2025-11-23,NETWORK_DOWN
T-00026,2025-11-25,NETWORK_DOWN
T-00026,2025-11-26,DISPENSER_FAIL
T-00026,2025-11-27,CARD_JAM
T-00026,2025-11-28,DISPENSER_FAIL
T-00026,2025-12-02,CCDM_JAM
T-00026,2025-12-05,EPP_FAIL
T-00026,2025-12-09,EPP_FAIL
T-00026,2025-12-12,DISPENSER_FAIL
T-00026,2025-12-13,CCDM_JAM
T-00026,2025-12-14,CCDM_JAM
T-00026,2025-12-19,PRINTER_ERROR
T-00026,2025-12-21,DISPENSER_FAIL
T-00026,2025-12-22,PRINTER_ERROR
T-00026,2025-12-30,NETWORK_DOWN
T-00027,2025-01-04,NETWORK_DOWN
T-00027,2025-01-06,NETWORK_DOWN
T-00027,2025-01-13,DISPENSER_FAIL
T-00027,2025-01-17,CARD_JAM
T-00027,2025-01-22,CCDM_JAM
T-00027,2025-01-30,EPP_FAIL
T-00027,2025-02-02,PRINTER_ERROR
T-00027,2025-02-06,EPP_FAIL
T-00027,2025-02-07,CARD_JAM
T-00027,2025-02-09,CARD_JAM
T-00027,2025-02-14,CARD_JAM
T-00027,2025-02-15,PRINTER_ERROR
T-00027,2025-02-18,DISPENSER_FAIL
T-00027,2025-02-21,DISPENSER_FAIL
T-00027,2025-02-22,NETWORK_DOWN
T-00027,2025-03-04,CCDM_JAM
T-00027,2025-03-06,EPP_FAIL
T-00027,2025-03-08,DISPENSER_FAIL
T-00027,2025-03-09,EPP_FAIL
T-00027,2025-03-12,CARD_JAM
T-00027,2025-03-16,NETWORK_DOWN
T-00027,2025-03-18,CCDM_JAM
T-00027,2025-03-20,DISPENSER_FAIL
T-00027,2025-03-21,PRINTER_ERROR
T-00027,2025-03-25,NETWORK_DOWN
T-00027,2025-04-01,PRINTER_ERROR
T-00027,2025-04-05,NETWORK_DOWN
T-00027,2025-04-09,CARD_JAM
T-00027,2025-04-10,CCDM_JAM
T-00027,2025-04-12,DISPENSER_FAIL
T-00027,2025-04-13,CARD_JAM
T-00027,2025-04-15,CARD_JAM
T-00027,2025-04-17,DISPENSER_FAIL
T-00027,2025-04-19,DISPENSER_FAIL
T-00027,2025-04-20,EPP_FAIL
T-00027,2025-04-21,CARD_JAM
T-00027,2025-04-26,NETWORK_DOWN
T-00027,2025-04-28,NETWORK_DOWN
T-00027,2025-04-29,DISPENSER_FAIL
T-00027,2025-04-30,EPP_FAIL
T-00027,2025-05-01,CCDM_JAM
T-00027,2025-05-02,NETWORK_DOWN
T-00027,2025-05-08,DISPENSER_FAIL
T-00027,2025-05-12,EPP_FAIL
T-00027,2025-05-14,NETWORK_DOWN
T-00027,2025-05-15,EPP_FAIL
T-00027,2025-05-17,CCDM_JAM
T-00027,2025-05-19,NETWORK_DOWN
T-00027,2025-05-25,CARD_JAM
T-00027,2025-06-15,PRINTER_ERROR
T-00027,2025-06-23,PRINTER_ERROR
T-00027,2025-06-24,DISPENSER_FAIL
T-00027,2025-06-26,PRINTER_ERROR
T-00027,2025-06-28,PRINTER_ERROR
T-00027,2025-07-03,PRINTER_ERROR
T-00027,2025-07-04,PRINTER_ERROR
T-00027,2025-07-09,CCDM_JAM
T-00027,2025-07-21,CCDM_JAM
T-00027,2025-07-25,EPP_FAIL
T-00027,2025-07-26,CCDM_JAM
T-00027,2025-07-27,DISPENSER_FAIL
T-00027,2025-07-31,EPP_FAIL
T-00027,2025-08-07,NETWORK_DOWN
T-00027,2025-08-10,DISPENSER_FAIL
T-00027,2025-08-14,NETWORK_DOWN
T-00027,2025-08-15,PRINTER_ERROR
T-00027,2025-08-16,CARD_JAM
T-00027,2025-08-17,NETWORK_DOWN
T-00027,2025-08-18,NETWORK_DOWN
T-00027,2025-08-25,CARD_JAM
T-00027,2025-08-30,CCDM_JAM
T-00027,2025-08-31,CCDM_JAM
T-00027,2025-09-01,NETWORK_DOWN
T-00027,2025-09-03,EPP_FAIL
T-00027,2025-09-05,PRINTER_ERROR
T-00027,2025-09-17,PRINTER_ERROR
T-00027,2025-09-18,PRINTER_ERROR
T-00027,2025-09-21,EPP_FAIL
T-00027,2025-09-22,PRINTER_ERROR
T-00027,2025-09-23,CARD_JAM
T-00027,2025-09-24,CARD_JAM
T-00027,2025-10-01,NETWORK_DOWN
T-00027,2025-10-04,DISPENSER_FAIL
T-00027,2025-10-08,PRINTER_ERROR
T-00027,2025-10-13,EPP_FAIL
T-00027,2025-10-14,CARD_JAM
T-00027,2025-10-15,CCDM_JAM
T-00027,2025-10-25,PRINTER_ERROR
T-00027,2025-10-27,CARD_JAM
T-00027,2025-10-31,PRINTER_ERROR
T-00027,2025-11-03,CCDM_JAM
T-00027,2025-11-10,DISPENSER_FAIL
T-00027,2025-11-24,NETWORK_DOWN
T-00027,2025-11-25,PRINTER_ERROR
T-00027,2025-11-29,NETWORK_DOWN
T-00027,2025-12-01,PRINTER_ERROR
T-00027,2025-12-03,CCDM_JAM
T-00027,2025-12-08,CCDM_JAM
T-00027,2025-12-10,EPP_FAIL
T-00027,2025-12-12,EPP_FAIL
T-00027,2025-12-16,NETWORK_DOWN
T-00027,2025-12-29,EPP_FAIL
T-00028,2025-01-06,CARD_JAM
T-00028,2025-01-09,NETWORK_DOWN
T-00028,2025-01-10,EPP_FAIL
T-00028,2025-01-18,EPP_FAIL
T-00028,2025-01-19,PRINTER_ERROR
T-00028,2025-01-24,CARD_JAM
T-00028,2025-01-27,CARD_JAM
T-00028,2025-01-28,CARD_JAM
T-00028,2025-02-01,DISPENSER_FAIL
T-00028,2025-02-06,EPP_FAIL
T-00028,2025-02-15,DISPENSER_FAIL
T-00028,2025-02-16,CARD_JAM
T-00028,2025-02-22,EPP_FAIL
T-00028,2025-02-27,PRINTER_ERROR
T-00028,2025-03-02,NETWORK_DOWN
T-00028,2025-03-06,PRINTER_ERROR
T-00028,2025-03-07,CARD_JAM
T-00028,2025-03-09,NETWORK_DOWN
T-00028,2025-03-11,PRINTER_ERROR
T-00028,2025-03-14,PRINTER_ERROR
T-00028,2025-03-15,PRINTER_ERROR
T-00028,2025-03-18,CCDM_JAM
T-00028,2025-03-21,DISPENSER_FAIL
T-00028,2025-03-23,NETWORK_DOWN
T-00028,2025-03-24,DISPENSER_FAIL
T-00028,2025-03-25,CARD_JAM
T-00028,2025-03-27,CARD_JAM
T-00028,2025-03-29,DISPENSER_FAIL
T-00028,2025-04-01,PRINTER_ERROR
T-00028,2025-04-03,DISPENSER_FAIL
T-00028,2025-04-08,DISPENSER_FAIL
T-00028,2025-04-11,DISPENSER_FAIL
T-00028,2025-04-12,DISPENSER_FAIL
T-00028,2025-04-14,CARD_JAM
T-00028,2025-04-23,NETWORK_DOWN
T-00028,2025-04-29,DISPENSER_FAIL
T-00028,2025-04-30,CARD_JAM
T-00028,2025-05-03,CARD_JAM
T-00028,2025-05-04,CARD_JAM
T-00028,2025-05-06,CARD_JAM
T-00028,2025-05-10,CCDM_JAM
T-00028,2025-05-12,NETWORK_DOWN
T-00028,2025-05-13,DISPENSER_FAIL
T-00028,2025-05-24,DISPENSER_FAIL
T-00028,2025-05-27,CARD_JAM
T-00028,2025-05-28,CCDM_JAM
T-00028,2025-05-31,CARD_JAM
T-00028,2025-06-03,NETWORK_DOWN
T-00028,2025-06-05,PRINTER_ERROR
T-00028,2025-06-08,NETWORK_DOWN
T-00028,2025-06-09,PRINTER_ERROR
T-00028,2025-06-14,DISPENSER_FAIL
T-00028,2025-06-16,NETWORK_DOWN
T-00028,2025-06-17,NETWORK_DOWN
T-00028,2025-06-19,CARD_JAM
T-00028,2025-06-20,CCDM_JAM
T-00028,2025-06-22,EPP_FAIL
T-00028,2025-06-28,NETWORK_DOWN
T-00028,2025-06-29,PRINTER_ERROR
T-00028,2025-07-07,CARD_JAM
T-00028,2025-07-13,PRINTER_ERROR
T-00028,2025-07-14,PRINTER_ERROR
T-00028,2025-07-18,NETWORK_DOWN
T-00028,2025-07-24,NETWORK_DOWN
T-00028,2025-07-26,NETWORK_DOWN
T-00028,2025-07-30,NETWORK_DOWN
T-00028,2025-08-03,NETWORK_DOWN
T-00028,2025-08-09,PRINTER_ERROR
T-00028,2025-08-11,CARD_JAM
T-00028,2025-08-15,CCDM_JAM
T-00028,2025-08-16,CARD_JAM
T-00028,2025-08-20,EPP_FAIL
T-00028,2025-08-23,NETWORK_DOWN
T-00028,2025-08-27,DISPENSER_FAIL
T-00028,2025-08-29,CCDM_JAM
T-00028,2025-09-14,CARD_JAM
T-00028,2025-09-17,CARD_JAM
T-00028,2025-09-22,EPP_FAIL
T-00028,2025-09-30,EPP_FAIL
T-00028,2025-10-02,CCDM_JAM
T-00028,2025-10-13,PRINTER_ERROR
T-00028,2025-10-16,PRINTER_ERROR
T-00028,2025-10-17,PRINTER_ERROR
T-00028,2025-10-26,DISPENSER_FAIL
T-00028,2025-10-27,NETWORK_DOWN
T-00028,2025-10-28,CARD_JAM
T-00028,2025-10-29,EPP_FAIL
T-00028,2025-10-30,EPP_FAIL
T-00028,2025-11-01,CCDM_JAM
T-00028,2025-11-02,DISPENSER_FAIL
T-00028,2025-11-21,EPP_FAIL
T-00028,2025-11-23,PRINTER_ERROR
T-00028,2025-11-26,EPP_FAIL
T-00028,2025-12-05,EPP_FAIL
T-00028,2025-12-07,DISPENSER_FAIL
T-00028,2025-12-08,PRINTER_ERROR
T-00028,2025-12-10,NETWORK_DOWN
T-00028,2025-12-13,CCDM_JAM
T-00028,2025-12-16,DISPENSER_FAIL
T-00028,2025-12-17,DISPENSER_FAIL
T-00028,2025-12-19,DISPENSER_FAIL
T-00028,2025-12-21,NETWORK_DOWN
T-00028,2025-12-22,PRINTER_ERROR
T-00028,2025-12-23,EPP_FAIL
T-00028,2025-12-27,PRINTER_ERROR
T-00028,2025-12-28,EPP_FAIL
T-00028,2025-12-29,NETWORK_DOWN
T-00028,2025-12-31,CCDM_JAM
T-00029,2025-01-01,CCDM_JAM
T-00029,2025-01-04,NETWORK_DOWN
T-00029,2025-01-10,CARD_JAM
T-00029,2025-01-12,DISPENSER_FAIL
T-00029,2025-01-15,CARD_JAM
T-00029,2025-01-18,NETWORK_DOWN
T-00029,2025-01-28,EPP_FAIL
T-00029,2025-02-02,CCDM_JAM
T-00029,2025-02-05,CARD_JAM
T-00029,2025-02-09,CCDM_JAM
T-00029,2025-02-15,PRINTER_ERROR
T-00029,2025-02-20,CARD_JAM
T-00029,2025-02-24,NETWORK_DOWN
T-00029,2025-03-06,PRINTER_ERROR
T-00029,2025-03-13,CARD_JAM
T-00029,2025-03-14,CARD_JAM
T-00029,2025-03-19,DISPENSER_FAIL
T-00029,2025-03-24,CARD_JAM
T-00029,2025-03-28,EPP_FAIL
T-00029,2025-04-01,EPP_FAIL
T-00029,2025-04-07,DISPENSER_FAIL
T-00029,2025-04-14,CCDM_JAM
T-00029,2025-04-19,EPP_FAIL
T-00029,2025-04-21,DISPENSER_FAIL
T-00029,2025-04-23,EPP_FAIL
T-00029,2025-05-04,CCDM_JAM
T-00029,2025-05-16,DISPENSER_FAIL
T-00029,2025-05-20,DISPENSER_FAIL
T-00029,2025-05-24,NETWORK_DOWN
T-00029,2025-05-25,NETWORK_DOWN
T-00029,2025-06-04,CCDM_JAM
T-00029,2025-06-11,CARD_JAM
T-00029,2025-06-22,DISPENSER_FAIL
T-00029,2025-07-03,PRINTER_ERROR
T-00029,2025-07-16,EPP_FAIL
T-00029,2025-07-18,CCDM_JAM
T-00029,2025-07-21,EPP_FAIL
T-00029,2025-08-03,CARD_JAM
T-00029,2025-08-04,CARD_JAM
T-00029,2025-08-05,DISPENSER_FAIL
T-00029,2025-08-08,CARD_JAM
T-00029,2025-08-13,EPP_FAIL
T-00029,2025-08-17,EPP_FAIL
T-00029,2025-08-18,CARD_JAM
T-00029,2025-08-24,NETWORK_DOWN
T-00029,2025-08-27,CARD_JAM
T-00029,2025-08-28,CARD_JAM
T-00029,2025-09-08,DISPENSER_FAIL
T-00029,2025-09-11,PRINTER_ERROR
T-00029,2025-09-14,EPP_FAIL
T-00029,2025-09-15,CCDM_JAM
T-00029,2025-09-16,EPP_FAIL
T-00029,2025-09-17,CARD_JAM
T-00029,2025-09-19,EPP_FAIL
T-00029,2025-09-24,EPP_FAIL
T-00029,2025-09-25,NETWORK_DOWN
T-00029,2025-09-29,CCDM_JAM
T-00029,2025-10-01,EPP_FAIL
T-00029,2025-10-10,EPP_FAIL
T-00029,2025-10-12,CARD_JAM
T-00029,2025-10-15,CCDM_JAM
T-00029,2025-10-16,EPP_FAIL
T-00029,2025-10-17,CCDM_JAM
T-00029,2025-10-18,CARD_JAM
T-00029,2025-10-25,CARD_JAM
T-00029,2025-10-28,DISPENSER_FAIL
T-00029,2025-11-01,CARD_JAM
T-00029,2025-11-04,EPP_FAIL
T-00029,2025-11-07,DISPENSER_FAIL
T-00029,2025-11-08,CCDM_JAM
T-00029,2025-11-25,DISPENSER_FAIL
T-00029,2025-11-27,CARD_JAM
T-00029,2025-12-01,DISPENSER_FAIL
T-00029,2025-12-02,EPP_FAIL
T-00029,2025-12-03,PRINTER_ERROR
T-00029,2025-12-04,CARD_JAM
T-00029,2025-12-14,PRINTER_ERROR
T-00029,2025-12-19,PRINTER_ERROR
T-00029,2025-12-27,PRINTER_ERROR
T-00029,2025-12-29,NETWORK_DOWN
T-00029,2025-12-30,EPP_FAIL
T-00030,2025-01-22,NETWORK_DOWN
T-00030,2025-02-17,PRINTER_ERROR
T-00030,2025-04-05,PRINTER_ERROR
T-00030,2025-06-12,NETWORK_DOWN
T-00030,2025-06-18,CARD_JAM
T-00030,2025-06-26,CARD_JAM
T-00030,2025-07-30,EPP_FAIL
T-00030,2025-08-27,NETWORK_DOWN
T-00030,2025-08-30,EPP_FAIL
T-00030,2025-09-06,EPP_FAIL
T-00030,2025-10-26,CARD_JAM
T-00030,2025-11-24,NETWORK_DOWN
T-00030,2025-12-08,CARD_JAM
T-00031,2025-01-02,PRINTER_ERROR
T-00031,2025-01-03,CCDM_JAM
T-00031,2025-01-06,CARD_JAM
T-00031,2025-01-11,EPP_FAIL
T-00031,2025-01-12,NETWORK_DOWN
T-00031,2025-01-16,DISPENSER_FAIL
T-00031,2025-01-23,EPP_FAIL
T-00031,2025-01-30,PRINTER_ERROR
T-00031,2025-02-01,DISPENSER_FAIL
T-00031,2025-02-02,NETWORK_DOWN
T-00031,2025-02-03,CCDM_JAM
T-00031,2025-02-13,NETWORK_DOWN
T-00031,2025-02-14,EPP_FAIL
T-00031,2025-02-18,CARD_JAM
T-00031,2025-02-19,CCDM_JAM
T-00031,2025-02-26,NETWORK_DOWN
T-00031,2025-02-27,DISPENSER_FAIL
T-00031,2025-03-09,DISPENSER_FAIL
T-00031,2025-03-12,CCDM_JAM
T-00031,2025-03-21,CCDM_JAM
T-00031,2025-03-22,CCDM_JAM
T-00031,2025-03-30,PRINTER_ERROR
T-00031,2025-04-10,EPP_FAIL
T-00031,2025-04-11,EPP_FAIL
T-00031,2025-04-14,EPP_FAIL
T-00031,2025-04-18,CARD_JAM
T-00031,2025-04-22,EPP_FAIL
T-00031,2025-04-26,CARD_JAM
T-00031,2025-04-30,EPP_FAIL
T-00031,2025-05-13,CARD_JAM
T-00031,2025-05-16,CARD_JAM
T-00031,2025-05-18,DISPENSER_FAIL
T-00031,2025-05-25,CARD_JAM
T-00031,2025-05-26,NETWORK_DOWN
T-00031,2025-06-05,CCDM_JAM
T-00031,2025-06-09,CARD_JAM
T-00031,2025-06-12,CARD_JAM
T-00031,2025-06-13,EPP_FAIL
T-00031,2025-06-14,CARD_JAM
T-00031,2025-06-15,DISPENSER_FAIL
T-00031,2025-06-20,NETWORK_DOWN
T-00031,2025-06-27,CCDM_JAM
T-00031,2025-07-06,PRINTER_ERROR
T-00031,2025-07-12,CARD_JAM
T-00031,2025-07-13,EPP_FAIL
T-00031,2025-07-16,NETWORK_DOWN
T-00031,2025-07-18,DISPENSER_FAIL
T-00031,2025-07-19,NETWORK_DOWN
T-00031,2025-07-22,PRINTER_ERROR
T-00031,2025-07-24,CCDM_JAM
T-00031,2025-07-26,CCDM_JAM
T-00031,2025-07-30,EPP_FAIL
T-00031,2025-08-01,NETWORK_DOWN
T-00031,2025-08-02,DISPENSER_FAIL
T-00031,2025-08-25,DISPENSER_FAIL
T-00031,2025-08-26,PRINTER_ERROR
T-00031,2025-08-27,CARD_JAM
T-00031,2025-09-01,DISPENSER_FAIL
T-00031,2025-09-15,EPP_FAIL
T-00031,2025-10-03,PRINTER_ERROR
T-00031,2025-10-05,CARD_JAM
T-00031,2025-10-09,EPP_FAIL
T-00031,2025-10-15,CARD_JAM
T-00031,2025-10-18,PRINTER_ERROR
T-00031,2025-10-21,CARD_JAM
T-00031,2025-10-29,CCDM_JAM
T-00031,2025-11-02,PRINTER_ERROR
T-00031,2025-11-04,EPP_FAIL
T-00031,2025-11-06,NETWORK_DOWN
T-00031,2025-11-13,NETWORK_DOWN
T-00031,2025-11-14,EPP_FAIL
T-00031,2025-11-15,CCDM_JAM
T-00031,2025-11-18,NETWORK_DOWN
T-00031,2025-11-24,EPP_FAIL
T-00031,2025-11-26,CCDM_JAM
T-00031,2025-11-27,CARD_JAM
T-00031,2025-12-07,CARD_JAM
T-00031,2025-12-13,EPP_FAIL
T-00031,2025-12-17,DISPENSER_FAIL
T-00031,2025-12-18,DISPENSER_FAIL
T-00031,2025-12-22,NETWORK_DOWN
T-00032,2025-01-07,DISPENSER_FAIL
T-00032,2025-01-12,NETWORK_DOWN
T-00032,2025-01-13,NETWORK_DOWN
T-00032,2025-01-14,CARD_JAM
T-00032,2025-02-07,EPP_FAIL
T-00032,2025-02-16,CCDM_JAM
T-00032,2025-04-14,DISPENSER_FAIL
T-00032,2025-04-26,DISPENSER_FAIL
T-00032,2025-06-10,CARD_JAM
T-00032,2025-06-13,CARD_JAM
T-00032,2025-07-19,PRINTER_ERROR
T-00032,2025-08-12,NETWORK_DOWN
T-00032,2025-08-31,PRINTER_ERROR
T-00032,2025-09-22,PRINTER_ERROR
T-00032,2025-09-25,DISPENSER_FAIL
T-00032,2025-10-25,PRINTER_ERROR
T-00032,2025-10-28,NETWORK_DOWN
T-00032,2025-11-30,EPP_FAIL
T-00032,2025-12-11,DISPENSER_FAIL
T-00032,2025-12-14,NETWORK_DOWN
T-00032,2025-12-15,EPP_FAIL
T-00032,2025-12-17,DISPENSER_FAIL
T-00032,2025-12-24,DISPENSER_FAIL
T-00033,2025-01-10,CARD_JAM
T-00033,2025-01-22,DISPENSER_FAIL
T-00033,2025-01-27,CCDM_JAM
T-00033,2025-01-29,PRINTER_ERROR
T-00033,2025-02-05,CARD_JAM
T-00033,2025-02-11,CCDM_JAM
T-00033,2025-02-21,CCDM_JAM
T-00033,2025-03-02,CCDM_JAM
T-00033,2025-03-12,CARD_JAM
T-00033,2025-03-13,CCDM_JAM
T-00033,2025-03-14,EPP_FAIL
T-00033,2025-03-19,NETWORK_DOWN
T-00033,2025-03-22,CCDM_JAM
T-00033,2025-03-25,CARD_JAM
T-00033,2025-03-30,CCDM_JAM
T-00033,2025-04-08,DISPENSER_FAIL
T-00033,2025-04-10,DISPENSER_FAIL
T-00033,2025-04-11,NETWORK_DOWN
T-00033,2025-04-18,PRINTER_ERROR
T-00033,2025-04-19,PRINTER_ERROR
T-00033,2025-04-22,DISPENSER_FAIL
T-00033,2025-05-03,DISPENSER_FAIL
T-00033,2025-05-16,CCDM_JAM
T-00033,2025-05-20,PRINTER_ERROR
T-00033,2025-05-23,NETWORK_DOWN
T-00033,2025-05-24,EPP_FAIL
T-00033,2025-06-19,DISPENSER_FAIL
T-00033,2025-06-21,DISPENSER_FAIL
T-00033,2025-06-23,CCDM_JAM
T-00033,2025-07-06,CCDM_JAM
T-00033,2025-07-07,CCDM_JAM
T-00033,2025-07-11,CARD_JAM
T-00033,2025-07-24,CARD_JAM
T-00033,2025-08-11,PRINTER_ERROR
T-00033,2025-08-13,DISPENSER_FAIL
T-00033,2025-08-16,CARD_JAM
T-00033,2025-08-20,PRINTER_ERROR
T-00033,2025-08-25,DISPENSER_FAIL
T-00033,2025-08-26,DISPENSER_FAIL
T-00033,2025-09-05,NETWORK_DOWN
T-00033,2025-09-06,NETWORK_DOWN
T-00033,2025-09-10,PRINTER_ERROR
T-00033,2025-09-15,CARD_JAM
T-00033,2025-09-17,DISPENSER_FAIL
T-00033,2025-09-21,EPP_FAIL
T-00033,2025-09-29,EPP_FAIL
T-00033,2025-09-30,DISPENSER_FAIL
T-00033,2025-10-03,CARD_JAM
T-00033,2025-10-06,NETWORK_DOWN
T-00033,2025-10-11,CARD_JAM
T-00033,2025-10-14,PRINTER_ERROR
T-00033,2025-10-21,CCDM_JAM
T-00033,2025-10-22,NETWORK_DOWN
T-00033,2025-10-23,EPP_FAIL
T-00033,2025-10-28,DISPENSER_FAIL
T-00033,2025-10-29,CARD_JAM
T-00033,2025-10-30,CCDM_JAM
T-00033,2025-11-01,EPP_FAIL
T-00033,2025-11-06,NETWORK_DOWN
T-00033,2025-11-09,EPP_FAIL
T-00033,2025-11-17,NETWORK_DOWN
T-00033,2025-11-21,EPP_FAIL
T-00033,2025-11-23,CCDM_JAM
T-00033,2025-11-26,EPP_FAIL
T-00033,2025-12-03,CARD_JAM
T-00033,2025-12-04,PRINTER_ERROR
T-00033,2025-12-06,DISPENSER_FAIL
T-00033,2025-12-22,NETWORK_DOWN
T-00033,2025-12-23,CCDM_JAM
T-00033,2025-12-28,PRINTER_ERROR
T-00034,2025-01-13,PRINTER_ERROR
T-00034,2025-01-14,CARD_JAM
T-00034,2025-01-18,DISPENSER_FAIL
T-00034,2025-02-06,DISPENSER_FAIL
T-00034,2025-02-14,DISPENSER_FAIL
T-00034,2025-03-02,CCDM_JAM
T-00034,2025-03-06,EPP_FAIL
T-00034,2025-03-19,CARD_JAM
T-00034,2025-03-21,EPP_FAIL
T-00034,2025-03-22,CCDM_JAM
T-00034,2025-03-23,CCDM_JAM
T-00034,2025-04-02,PRINTER_ERROR
T-00034,2025-04-13,NETWORK_DOWN
T-00034,2025-04-21,DISPENSER_FAIL
T-00034,2025-04-25,EPP_FAIL
T-00034,2025-04-29,EPP_FAIL
T-00034,2025-05-02,DISPENSER_FAIL
T-00034,2025-05-08,CCDM_JAM
T-00034,2025-05-11,CARD_JAM
T-00034,2025-05-14,PRINTER_ERROR
T-00034,2025-05-20,NETWORK_DOWN
T-00034,2025-06-07,NETWORK_DOWN
T-00034,2025-06-18,PRINTER_ERROR
T-00034,2025-06-23,EPP_FAIL
T-00034,2025-07-02,EPP_FAIL
T-00034,2025-07-03,DISPENSER_FAIL
T-00034,2025-07-08,EPP_FAIL
T-00034,2025-07-16,CCDM_JAM
T-00034,2025-07-25,CCDM_JAM
T-00034,2025-07-27,DISPENSER_FAIL
T-00034,2025-07-28,CCDM_JAM
T-00034,2025-08-04,NETWORK_DOWN
T-00034,2025-08-07,EPP_FAIL
T-00034,2025-08-10,NETWORK_DOWN
T-00034,2025-08-13,CARD_JAM
T-00034,2025-08-14,EPP_FAIL
T-00034,2025-08-23,NETWORK_DOWN
T-00034,2025-08-25,CARD_JAM
T-00034,2025-08-26,PRINTER_ERROR
T-00034,2025-09-24,CCDM_JAM
T-00034,2025-10-01,PRINTER_ERROR
T-00034,2025-10-03,EPP_FAIL
T-00034,2025-10-10,CCDM_JAM
T-00034,2025-10-12,DISPENSER_FAIL
T-00034,2025-10-15,CARD_JAM
T-00034,2025-10-19,PRINTER_ERROR
T-00034,2025-10-27,NETWORK_DOWN
T-00034,2025-10-28,CCDM_JAM
T-00034,2025-10-29,DISPENSER_FAIL
T-00034,2025-10-31,NETWORK_DOWN
T-00034,2025-11-03,CARD_JAM
T-00034,2025-11-20,CARD_JAM
T-00034,2025-11-25,EPP_FAIL
T-00034,2025-11-26,CARD_JAM
T-00034,2025-11-29,CCDM_JAM
T-00034,2025-12-01,NETWORK_DOWN
T-00034,2025-12-02,EPP_FAIL
T-00034,2025-12-08,CCDM_JAM
T-00034,2025-12-11,CARD_JAM
T-00034,2025-12-13,DISPENSER_FAIL
T-00034,2025-12-15,CARD_JAM
T-00034,2025-12-28,DISPENSER_FAIL
T-00035,2025-01-07,NETWORK_DOWN
T-00035,2025-01-30,CARD_JAM
T-00035,2025-02-03,PRINTER_ERROR
T-00035,2025-02-18,CCDM_JAM
T-00035,2025-02-19,DISPENSER_FAIL
T-00035,2025-02-20,NETWORK_DOWN
T-00035,2025-02-27,CARD_JAM
T-00035,2025-03-08,PRINTER_ERROR
T-00035,2025-03-10,NETWORK_DOWN
T-00035,2025-03-11,CCDM_JAM
T-00035,2025-03-24,NETWORK_DOWN
T-00035,2025-04-18,CCDM_JAM
T-00035,2025-04-24,PRINTER_ERROR
T-00035,2025-05-07,EPP_FAIL
T-00035,2025-05-10,PRINTER_ERROR
T-00035,2025-05-29,PRINTER_ERROR
T-00035,2025-06-12,CARD_JAM
T-00035,2025-06-28,DISPENSER_FAIL
T-00035,2025-07-04,NETWORK_DOWN
T-00035,2025-07-18,EPP_FAIL
T-00035,2025-07-22,EPP_FAIL
T-00035,2025-07-23,CARD_JAM
T-00035,2025-07-25,CCDM_JAM
T-00035,2025-08-07,NETWORK_DOWN
T-00035,2025-08-19,DISPENSER_FAIL
T-00035,2025-08-22,DISPENSER_FAIL
T-00035,2025-09-05,EPP_FAIL
T-00035,2025-09-08,EPP_FAIL
T-00035,2025-09-09,PRINTER_ERROR
T-00035,2025-09-20,CCDM_JAM
T-00035,2025-10-20,DISPENSER_FAIL
T-00035,2025-10-29,CARD_JAM
T-00035,2025-11-01,DISPENSER_FAIL
T-00035,2025-11-08,CCDM_JAM
T-00035,2025-11-18,DISPENSER_FAIL
T-00035,2025-11-24,PRINTER_ERROR
T-00035,2025-12-08,PRINTER_ERROR
T-00035,2025-12-16,PRINTER_ERROR
T-00035,2025-12-22,CCDM_JAM
T-00036,2025-01-02,CARD_JAM
T-00036,2025-01-04,CARD_JAM
T-00036,2025-01-05,PRINTER_ERROR
T-00036,2025-01-07,CCDM_JAM
T-00036,2025-01-08,NETWORK_DOWN
T-00036,2025-01-09,CARD_JAM
T-00036,2025-01-10,PRINTER_ERROR
T-00036,2025-01-12,EPP_FAIL
T-00036,2025-01-16,EPP_FAIL
T-00036,2025-01-17,NETWORK_DOWN
T-00036,2025-01-19,CCDM_JAM
T-00036,2025-01-22,DISPENSER_FAIL
T-00036,2025-01-27,NETWORK_DOWN
T-00036,2025-02-08,NETWORK_DOWN
T-00036,2025-02-17,CCDM_JAM
T-00036,2025-02-19,PRINTER_ERROR
T-00036,2025-03-01,CCDM_JAM
T-00036,2025-03-03,EPP_FAIL
T-00036,2025-03-05,CCDM_JAM
T-00036,2025-03-09,CCDM_JAM
T-00036,2025-03-12,DISPENSER_FAIL
T-00036,2025-04-01,CCDM_JAM
T-00036,2025-04-05,PRINTER_ERROR
T-00036,2025-04-06,PRINTER_ERROR
T-00036,2025-04-07,CCDM_JAM
T-00036,2025-04-10,CARD_JAM
T-00036,2025-04-18,EPP_FAIL
T-00036,2025-04-20,EPP_FAIL
T-00036,2025-04-26,PRINTER_ERROR
T-00036,2025-05-04,NETWORK_DOWN
T-00036,2025-05-06,PRINTER_ERROR
T-00036,2025-05-17,CCDM_JAM
T-00036,2025-05-22,EPP_FAIL
T-00036,2025-05-23,DISPENSER_FAIL
T-00036,2025-06-15,EPP_FAIL
T-00036,2025-06-21,DISPENSER_FAIL
T-00036,2025-06-28,CCDM_JAM
T-00036,2025-07-05,EPP_FAIL
T-00036,2025-07-07,PRINTER_ERROR
T-00036,2025-07-12,DISPENSER_FAIL
